stat_id,match_id,player_id,team_id,runs,balls_faced,fours,sixes,wickets,overs,runs_conceded,catches,stumpings,created_at
942,169611,1457999,902,0,0,0,0,0,3.0,20,0,0,2026-09-02 11:34:44.630
943,169611,45754,902,2,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.633
944,169611,46919,1104,8,13,1,0,1,4.0,9,0,0,2026-09-02 11:34:44.633
945,169611,1474583,1104,0,0,0,0,0,4.0,28,0,0,2026-09-02 11:34:44.637
946,169611,27604,1104,13,12,1,0,2,4.0,26,0,0,2026-09-02 11:34:44.640
947,169611,1474594,1104,35,48,4,0,3,4.0,31,0,0,2026-09-02 11:34:44.640
948,169611,27606,1104,0,0,0,0,0,2.0,11,0,0,2026-09-02 11:34:44.643
949,169611,1478601,1104,0,0,0,0,2,2.0,13,0,0,2026-09-02 11:34:44.643
950,169611,27543,1104,3,22,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.647
951,169611,27548,1104,1,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.650
952,169611,27569,1104,11,17,1,0,0,0.0,0,0,0,2026-09-02 11:34:44.683
953,169611,46912,1104,10,12,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.687
954,169611,1429158,1104,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.703
955,170391,1428823,504,35,25,5,0,0,0.0,0,0,0,2026-09-02 11:34:46.560
956,170391,1476977,504,20,18,2,1,0,0.0,0,0,0,2026-09-02 11:34:46.563
957,170391,27856,504,1,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.567
958,170391,1452785,504,5,4,1,0,0,0.0,0,0,0,2026-09-02 11:34:46.567
959,170391,18315,504,12,9,1,0,0,0.1,0,0,0,2026-09-02 11:34:46.570
960,170391,45841,504,5,5,1,0,1,3.0,29,0,0,2026-09-02 11:34:46.570
961,170391,1452800,504,1,2,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.573
962,170391,45918,504,0,0,0,0,0,2.0,15,0,0,2026-09-02 11:34:46.577
963,170391,1452791,504,0,0,0,0,0,1.0,13,0,0,2026-09-02 11:34:46.577
964,170391,18314,504,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.580
965,170391,1478777,504,0,0,0,0,0,1.0,12,0,0,2026-09-02 11:34:46.580
966,170391,1453367,1048,0,0,0,0,0,2.0,16,0,0,2026-09-02 11:34:46.583
967,170391,45817,1048,0,0,0,0,0,2.0,14,0,0,2026-09-02 11:34:46.583
968,170391,34382,1048,25,17,4,0,0,1.0,13,0,0,2026-09-02 11:34:46.587
969,170391,1431321,1048,0,0,0,0,3,3.0,17,0,0,2026-09-02 11:34:46.590
970,170391,34352,1048,0,0,0,0,1,2.0,25,0,0,2026-09-02 11:34:46.590
971,170391,1478767,1048,0,0,0,0,1,1.0,6,0,0,2026-09-02 11:34:46.593
972,170391,34380,1048,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.610
973,170391,34319,1048,28,26,2,1,0,0.0,0,0,0,2026-09-02 11:34:46.610
974,170391,1478757,1048,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.613
975,170391,34333,1048,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.647
976,170391,1431323,1048,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:46.690
977,169601,1463507,1675,32,25,4,0,0,0.0,0,0,0,2026-09-02 11:34:48.400
978,169601,33605,1675,45,36,4,0,0,0.0,0,0,0,2026-09-02 11:34:48.403
979,169601,1463517,1675,0,0,0,0,0,2.0,15,0,0,2026-09-02 11:34:48.407
980,169601,47948,1675,0,0,0,0,0,1.0,10,0,0,2026-09-02 11:34:48.407
981,169601,47955,1675,0,0,0,0,0,2.0,6,0,0,2026-09-02 11:34:48.410
982,169601,47962,1675,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.413
983,169601,1478630,1675,0,0,0,0,1,1.0,4,0,0,2026-09-02 11:34:48.413
984,169601,1463509,1675,0,0,0,0,1,2.0,8,0,0,2026-09-02 11:34:48.417
985,169601,1478631,1675,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.420
986,169601,1478720,1675,0,0,0,0,0,2.0,11,0,0,2026-09-02 11:34:48.420
987,169601,1463540,1675,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.423
988,169601,47794,1668,4,10,0,0,0,2.0,12,0,0,2026-09-02 11:34:48.423
989,169601,47840,1668,0,0,0,0,0,2.0,18,0,0,2026-09-02 11:34:48.427
990,169601,50264,1668,0,0,0,0,0,2.0,14,0,0,2026-09-02 11:34:48.430
991,169601,1452809,1668,0,0,0,0,0,2.0,22,0,0,2026-09-02 11:34:48.430
992,169601,1478673,1668,3,4,0,0,0,1.0,9,0,0,2026-09-02 11:34:48.430
993,169601,47808,1668,14,22,0,0,0,1.0,12,0,0,2026-09-02 11:34:48.433
994,169601,50257,1668,3,15,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.450
995,169601,50236,1668,14,11,1,0,0,0.0,0,0,0,2026-09-02 11:34:48.467
996,169601,1470503,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.517
997,169601,47843,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.533
998,169601,1478737,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:48.537
999,154491,11217,3208,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:50.247
1000,154491,22816,3208,2,6,0,0,0,1.0,3,0,0,2026-09-02 11:34:50.250
1001,154491,14241,3208,102,58,6,8,1,4.0,20,0,0,2026-09-02 11:34:50.250
1002,154491,15814,3208,10,13,0,1,0,0.0,0,0,0,2026-09-02 11:34:50.253
1003,154491,19013,3208,10,9,2,0,0,0.0,0,0,0,2026-09-02 11:34:50.257
1004,154491,11445,3208,21,17,1,1,0,0.0,0,0,0,2026-09-02 11:34:50.257
1005,154491,11214,3208,25,13,3,0,1,4.0,31,0,0,2026-09-02 11:34:50.260
1006,154491,11215,3208,7,3,0,1,0,1.0,19,0,0,2026-09-02 11:34:50.263
1007,154491,1467499,3208,0,0,0,0,0,2.0,24,0,0,2026-09-02 11:34:50.263
1008,154491,1429041,3208,0,0,0,0,2,4.0,50,0,0,2026-09-02 11:34:50.267
1009,154491,55092,3208,0,0,0,0,2,4.0,23,0,0,2026-09-02 11:34:50.270
1010,154491,14247,302,0,0,0,0,2,4.0,35,0,0,2026-09-02 11:34:50.270
1011,154491,8313,302,34,23,3,2,0,4.0,39,0,0,2026-09-02 11:34:50.273
1012,154491,10926,302,1,1,0,0,2,4.0,18,0,0,2026-09-02 11:34:50.277
1013,154491,11221,302,0,0,0,0,2,4.0,43,0,0,2026-09-02 11:34:50.277
1014,154491,14277,302,0,0,0,0,0,4.0,45,0,0,2026-09-02 11:34:50.280
1015,154491,8101,302,14,17,2,0,0,0.0,0,0,0,2026-09-02 11:34:50.280
1016,154491,8440,302,8,6,2,0,0,0.0,0,0,0,2026-09-02 11:34:50.283
1017,154491,1394,302,55,38,4,3,0,0.0,0,0,0,2026-09-02 11:34:50.287
1018,154491,24006,302,1,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:50.287
1019,154491,19761,302,9,14,1,0,0,0.0,0,0,0,2026-09-02 11:34:50.290
1020,154491,8422,302,35,18,1,4,0,0.0,0,0,0,2026-09-02 11:34:50.307
1021,169257,10103,575,9,12,1,0,0,0.0,0,0,0,2026-09-02 11:34:52.200
1022,169257,6534,575,0,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:52.203
1023,169257,9365,575,8,12,0,1,0,0.0,0,0,0,2026-09-02 11:34:52.207
1024,169257,10045,575,17,20,2,0,1,2.0,17,0,0,2026-09-02 11:34:52.210
1025,169257,1437,575,11,12,1,0,0,0.0,0,0,0,2026-09-02 11:34:52.210
1026,169257,1398,575,28,27,4,0,0,0.0,0,0,0,2026-09-02 11:34:52.213
1027,169257,9383,575,0,1,0,0,0,0.3,3,0,0,2026-09-02 11:34:52.213
1028,169257,9720,575,29,27,4,0,1,4.0,30,0,0,2026-09-02 11:34:52.217
1029,169257,11450,575,0,2,0,0,0,2.0,29,0,0,2026-09-02 11:34:52.220
1030,169257,9357,575,8,4,0,1,0,1.0,23,0,0,2026-09-02 11:34:52.220
1031,169257,9603,575,0,1,0,0,1,2.0,13,0,0,2026-09-02 11:34:52.223
1032,169257,8117,574,0,0,0,0,5,4.0,24,0,0,2026-09-02 11:34:52.227
1033,169257,9522,574,0,0,0,0,0,3.0,17,0,0,2026-09-02 11:34:52.227
1034,169257,9928,574,0,0,0,0,0,4.0,28,0,0,2026-09-02 11:34:52.230
1035,169257,23121,574,0,0,0,0,1,2.0,16,0,0,2026-09-02 11:34:52.230
1036,169257,10100,574,0,0,0,0,1,4.0,17,0,0,2026-09-02 11:34:52.233
1037,169257,7668,574,16,9,4,0,2,3.0,12,0,0,2026-09-02 11:34:52.237
1038,169257,36594,574,28,12,3,2,0,0.0,0,0,0,2026-09-02 11:34:52.240
1039,169257,11959,574,40,28,6,1,0,0.0,0,0,0,2026-09-02 11:34:52.257
1040,169257,31911,574,23,16,2,1,0,0.0,0,0,0,2026-09-02 11:34:52.260
1041,169257,6531,574,6,6,0,0,0,0.0,0,0,0,2026-09-02 11:34:52.260
1042,169257,13983,574,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:52.297
1043,169600,1463507,1675,29,28,4,0,1,1.0,8,0,0,2026-09-02 11:34:54.237
1044,169600,33605,1675,90,61,10,0,0,0.0,0,0,0,2026-09-02 11:34:54.240
1045,169600,1463506,1675,19,26,2,0,0,0.0,0,0,0,2026-09-02 11:34:54.240
1046,169600,47955,1675,4,6,0,0,0,4.0,22,0,0,2026-09-02 11:34:54.243
1047,169600,47948,1675,0,0,0,0,1,1.0,11,0,0,2026-09-02 11:34:54.243
1048,169600,1463517,1675,0,0,0,0,0,3.0,20,0,0,2026-09-02 11:34:54.247
1049,169600,47962,1675,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:54.250
1050,169600,1463509,1675,0,0,0,0,1,3.0,21,0,0,2026-09-02 11:34:54.250
1051,169600,1478630,1675,0,0,0,0,1,3.0,25,0,0,2026-09-02 11:34:54.253
1052,169600,1478720,1675,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:54.257
1053,169600,1478730,1675,0,0,0,0,0,2.0,15,0,0,2026-09-02 11:34:54.257
1054,169600,1429084,1055,0,0,0,0,0,4.0,34,0,0,2026-09-02 11:34:54.260
1055,169600,1429075,1055,0,0,0,0,0,3.0,19,0,0,2026-09-02 11:34:54.260
1056,169600,34219,1055,0,0,0,0,1,4.0,30,0,0,2026-09-02 11:34:54.263
1057,169600,34212,1055,0,0,0,0,0,1.0,7,0,0,2026-09-02 11:34:54.267
1058,169600,49044,1055,0,0,0,0,0,4.0,25,0,0,2026-09-02 11:34:54.267
1059,169600,34193,1055,24,19,3,0,1,3.0,31,0,0,2026-09-02 11:34:54.270
1060,169600,1429070,1055,5,4,0,0,0,1.0,11,0,0,2026-09-02 11:34:54.270
1061,169600,48403,1055,20,21,1,0,0,0.0,0,0,0,2026-09-02 11:34:54.273
1062,169600,34200,1055,28,40,1,0,0,0.0,0,0,0,2026-09-02 11:34:54.277
1063,169600,34172,1055,1,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:54.280
1064,169600,42936,1055,12,17,1,0,0,0.0,0,0,0,2026-09-02 11:34:54.297
1065,129585,8502,9,1,6,0,0,0,0.0,0,0,0,2026-09-02 11:34:56.400
1066,129585,14819,9,31,74,6,0,0,0.0,0,0,0,2026-09-02 11:34:56.400
1067,129585,14813,9,11,9,2,0,0,0.0,0,0,0,2026-09-02 11:34:56.403
1068,129585,8019,9,24,37,3,0,0,0.0,0,0,0,2026-09-02 11:34:56.403
1069,129585,12201,9,34,56,5,0,0,0.0,0,0,0,2026-09-02 11:34:56.407
1070,129585,10385,9,54,70,7,2,0,2.0,0,0,0,2026-09-02 11:34:56.410
1071,129585,13810,9,7,13,1,0,0,0.0,0,0,0,2026-09-02 11:34:56.410
1072,129585,13681,9,7,21,1,0,0,11.0,41,0,0,2026-09-02 11:34:56.413
1073,129585,9531,9,8,15,1,0,4,14.0,24,0,0,2026-09-02 11:34:56.413
1074,129585,11540,9,2,14,0,0,2,15.0,73,0,0,2026-09-02 11:34:56.417
1075,129585,12747,9,12,15,2,0,3,8.5,46,0,0,2026-09-02 11:34:56.420
1076,129585,11298,3,13,16,0,1,5,22.0,57,0,0,2026-09-02 11:34:56.420
1077,129585,19627,3,9,13,1,0,2,14.0,56,0,0,2026-09-02 11:34:56.423
1078,129585,35250,3,8,5,2,0,2,16.2,70,0,0,2026-09-02 11:34:56.427
1079,129585,1476591,3,16,44,2,0,0,2.0,17,0,0,2026-09-02 11:34:56.427
1080,129585,9545,3,26,72,2,0,0,0.0,0,0,0,2026-09-02 11:34:56.430
1081,129585,52677,3,6,14,1,0,0,0.0,0,0,0,2026-09-02 11:34:56.430
1082,129585,12139,3,0,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:56.433
1083,129585,8359,3,6,8,1,0,0,0.0,0,0,0,2026-09-02 11:34:56.437
1084,129585,9812,3,97,122,13,2,0,0.0,0,0,0,2026-09-02 11:34:56.437
1085,129585,9468,3,1,9,0,0,0,0.0,0,0,0,2026-09-02 11:34:56.440
1086,129585,8364,3,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:56.500
1087,142486,29417,139,55,82,8,0,1,7.0,26,0,0,2026-09-02 11:34:58.747
1088,142486,10393,139,0,10,0,0,0,0.0,0,0,0,2026-09-02 11:34:58.750
1089,142486,1427839,139,0,10,0,0,0,0.0,0,0,0,2026-09-02 11:34:58.750
1090,142486,9815,139,150,221,24,0,0,0.0,0,0,0,2026-09-02 11:34:58.753
1091,142486,29055,139,10,11,2,0,0,0.0,0,0,0,2026-09-02 11:34:58.757
1092,142486,11209,139,10,15,1,0,0,0.0,0,0,0,2026-09-02 11:34:58.760
1093,142486,14035,139,32,77,6,0,0,0.0,0,0,0,2026-09-02 11:34:58.760
1094,142486,12259,139,9,36,1,0,1,6.0,9,0,0,2026-09-02 11:34:58.763
1095,142486,13157,139,45,68,6,1,1,12.1,49,0,0,2026-09-02 11:34:58.767
1096,142486,8022,139,0,0,0,0,5,13.0,49,0,0,2026-09-02 11:34:58.767
1097,142486,13330,139,0,0,0,0,1,16.0,43,0,0,2026-09-02 11:34:58.770
1098,142486,13327,140,13,40,2,0,3,23.1,74,0,0,2026-09-02 11:34:58.770
1099,142486,6509,140,4,4,1,0,1,19.0,75,0,0,2026-09-02 11:34:58.773
1100,142486,9814,140,10,26,1,0,1,18.0,53,0,0,2026-09-02 11:34:58.777
1101,142486,47987,140,46,54,5,1,1,15.0,46,0,0,2026-09-02 11:34:58.780
1102,142486,13777,140,26,40,3,1,1,12.0,59,0,0,2026-09-02 11:34:58.807
1103,142486,15243,140,20,43,2,0,1,1.0,6,0,0,2026-09-02 11:34:58.810
1104,142486,14821,140,12,13,3,0,0,0.0,0,0,0,2026-09-02 11:34:58.813
1105,142486,8549,140,13,36,3,0,0,0.0,0,0,0,2026-09-02 11:34:58.813
1106,142486,8495,140,8,7,2,0,0,0.0,0,0,0,2026-09-02 11:34:58.857
1107,142486,1460068,140,18,35,2,0,0,0.0,0,0,0,2026-09-02 11:34:58.860
1108,142486,8499,140,3,28,0,0,0,0.0,0,0,0,2026-09-02 11:34:58.877
1109,142497,6536,148,20,40,3,0,0,0.0,0,0,0,2026-09-02 11:35:00.800
1110,142497,9313,148,10,27,2,0,0,0.0,0,0,0,2026-09-02 11:35:00.803
1111,142497,29067,148,14,70,2,0,0,0.0,0,0,0,2026-09-02 11:35:00.807
1112,142497,1429066,148,33,52,5,0,0,0.0,0,0,0,2026-09-02 11:35:00.807
1113,142497,7859,148,120,226,15,1,0,0.0,0,0,0,2026-09-02 11:35:00.810
1114,142497,10954,148,11,37,0,0,1,13.0,41,0,0,2026-09-02 11:35:00.810
1115,142497,11691,148,5,9,1,0,0,0.0,0,0,0,2026-09-02 11:35:00.813
1116,142497,27438,148,44,83,6,0,1,13.0,48,0,0,2026-09-02 11:35:00.817
1117,142497,9392,148,4,20,0,0,0,21.0,59,0,0,2026-09-02 11:35:00.817
1118,142497,12087,148,17,30,2,1,6,22.0,80,0,0,2026-09-02 11:35:00.820
1119,142497,8648,148,0,0,0,0,2,16.0,32,0,0,2026-09-02 11:35:00.820
1120,142497,1461004,148,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:00.823
1121,142497,10102,152,1,8,0,0,1,11.0,44,0,0,2026-09-02 11:35:00.827
1122,142497,11541,152,23,30,1,2,1,6.0,21,0,0,2026-09-02 11:35:00.827
1123,142497,1458155,152,0,0,0,0,0,3.0,5,0,0,2026-09-02 11:35:00.830
1124,142497,44424,152,0,2,0,0,1,8.0,24,0,0,2026-09-02 11:35:00.830
1125,142497,12994,152,1,15,0,0,2,27.0,53,0,0,2026-09-02 11:35:00.833
1126,142497,9540,152,8,27,1,0,3,38.0,92,0,0,2026-09-02 11:35:00.837
1127,142497,2239,152,113,191,14,1,0,0.0,0,0,0,2026-09-02 11:35:00.840
1128,142497,11527,152,4,8,1,0,0,1.0,8,0,0,2026-09-02 11:35:00.840
1129,142497,6528,152,22,52,3,0,0,1.0,5,0,0,2026-09-02 11:35:00.843
1130,142497,47658,152,43,85,4,1,0,0.0,0,0,0,2026-09-02 11:35:00.843
1131,142497,10387,152,24,66,2,0,0,7.0,31,0,0,2026-09-02 11:35:00.847
1132,142497,13800,152,21,26,3,0,0,0.0,0,0,0,2026-09-02 11:35:00.850
1133,142506,6511,146,4,7,1,0,0,0.0,0,0,0,2026-09-02 11:35:02.853
1134,142506,19952,146,2,8,0,0,0,0.0,0,0,0,2026-09-02 11:35:02.857
1135,142506,8630,146,49,125,4,0,0,0.0,0,0,0,2026-09-02 11:35:02.857
1136,142506,18430,146,70,131,6,0,0,0.0,0,0,0,2026-09-02 11:35:02.860
1137,142506,15478,146,14,28,2,0,0,5.4,7,0,0,2026-09-02 11:35:02.863
1138,142506,6507,146,1,19,0,0,0,0.0,0,0,0,2026-09-02 11:35:02.863
1139,142506,15239,146,62,73,9,1,0,5.2,5,0,0,2026-09-02 11:35:02.867
1140,142506,11534,146,21,45,2,0,0,0.0,0,0,0,2026-09-02 11:35:02.870
1141,142506,9390,146,1,5,0,0,0,12.0,29,0,0,2026-09-02 11:35:02.870
1142,142506,23976,146,22,20,4,0,0,4.0,12,0,0,2026-09-02 11:35:02.873
1143,142506,18179,146,0,2,0,0,0,8.3,27,0,0,2026-09-02 11:35:02.877
1144,142506,8632,145,0,0,0,0,1,19.0,34,0,0,2026-09-02 11:35:02.877
1145,142506,6657,145,0,0,0,0,2,14.0,44,0,0,2026-09-02 11:35:02.880
1146,142506,42740,145,0,0,0,0,3,12.0,57,0,0,2026-09-02 11:35:02.880
1147,142506,13333,145,0,0,0,0,1,17.0,69,0,0,2026-09-02 11:35:02.883
1148,142506,1428015,145,0,0,0,0,2,11.4,35,0,0,2026-09-02 11:35:02.887
1149,142506,19767,145,0,0,0,0,1,3.0,16,0,0,2026-09-02 11:35:02.887
1150,142506,13933,145,41,107,6,0,0,0.0,0,0,0,2026-09-02 11:35:02.890
1151,142506,29543,145,39,106,7,0,0,0.0,0,0,0,2026-09-02 11:35:02.890
1152,142506,29046,145,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:02.910
1153,142506,10745,145,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:02.910
1154,142506,9546,145,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:02.913
1155,142517,18414,153,39,84,4,0,0,0.0,0,0,0,2026-09-02 11:35:04.783
1156,142517,9320,153,40,64,7,0,0,0.0,0,0,0,2026-09-02 11:35:04.783
1157,142517,19652,153,64,130,7,2,0,0.0,0,0,0,2026-09-02 11:35:04.787
1158,142517,10163,153,36,61,4,0,0,0.0,0,0,0,2026-09-02 11:35:04.790
1159,142517,19647,153,15,22,2,0,0,0.0,0,0,0,2026-09-02 11:35:04.790
1160,142517,2269,153,30,29,2,1,0,0.0,0,0,0,2026-09-02 11:35:04.793
1161,142517,1460971,153,47,20,4,4,0,0.0,0,0,0,2026-09-02 11:35:04.793
1162,142517,15804,153,0,0,0,0,0,8.0,21,0,0,2026-09-02 11:35:04.797
1163,142517,8004,153,0,1,0,0,0,12.0,39,0,0,2026-09-02 11:35:04.800
1164,142517,9203,153,0,0,0,0,2,7.0,7,0,0,2026-09-02 11:35:04.800
1165,142517,47637,153,16,8,1,1,1,4.0,10,0,0,2026-09-02 11:35:04.803
1166,142517,7801,149,0,0,0,0,1,16.0,31,0,0,2026-09-02 11:35:04.807
1167,142517,8366,149,0,0,0,0,1,15.0,42,0,0,2026-09-02 11:35:04.807
1168,142517,13781,149,0,0,0,0,1,12.0,60,0,0,2026-09-02 11:35:04.810
1169,142517,13779,149,0,0,0,0,0,5.0,29,0,0,2026-09-02 11:35:04.810
1170,142517,21091,149,0,3,0,0,0,0.0,0,0,0,2026-09-02 11:35:04.830
1171,142517,11695,149,2,19,0,0,0,0.0,0,0,0,2026-09-02 11:35:04.830
1172,142517,45516,149,8,28,1,0,4,15.0,78,0,0,2026-09-02 11:35:04.833
1173,142517,7664,149,3,21,0,0,0,0.0,0,0,0,2026-09-02 11:35:04.833
1174,142517,10440,149,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:04.837
1175,142517,7958,149,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:04.840
1176,142517,10435,149,7,12,1,0,1,6.3,51,0,0,2026-09-02 11:35:04.857
1177,142517,20031,153,0,0,0,0,0,2.5,3,0,0,2026-09-02 11:35:04.960
1178,142528,29550,119,48,66,8,0,0,0.0,0,0,0,2026-09-02 11:35:07.040
1179,142528,13013,119,93,171,12,0,0,0.0,0,0,0,2026-09-02 11:35:07.043
1180,142528,1428787,119,24,62,3,0,0,4.0,25,0,0,2026-09-02 11:35:07.047
1181,142528,10694,119,50,129,4,0,0,0.0,0,0,0,2026-09-02 11:35:07.050
1182,142528,10019,119,37,66,6,0,0,0.0,0,0,0,2026-09-02 11:35:07.050
1183,142528,19771,119,27,44,2,0,0,0.0,0,0,0,2026-09-02 11:35:07.053
1184,142528,8511,119,8,11,0,1,0,3.0,9,0,0,2026-09-02 11:35:07.057
1185,142528,7854,119,32,34,4,1,0,3.0,11,0,0,2026-09-02 11:35:07.057
1186,142528,9819,119,0,0,0,0,0,8.0,51,0,0,2026-09-02 11:35:07.060
1187,142528,13069,119,2,5,0,0,1,4.0,17,0,0,2026-09-02 11:35:07.060
1188,142528,8578,119,1,3,0,0,1,7.4,12,0,0,2026-09-02 11:35:07.063
1189,142528,6327,41,0,0,0,0,1,23.0,93,0,0,2026-09-02 11:35:07.067
1190,142528,19526,41,0,0,0,0,2,15.0,48,0,0,2026-09-02 11:35:07.070
1191,142528,18190,41,0,0,0,0,1,17.0,53,0,0,2026-09-02 11:35:07.070
1192,142528,15237,41,0,0,0,0,2,11.0,40,0,0,2026-09-02 11:35:07.073
1193,142528,18189,41,0,0,0,0,1,21.2,66,0,0,2026-09-02 11:35:07.073
1194,142528,18409,41,0,0,0,0,0,7.0,21,0,0,2026-09-02 11:35:07.077
1195,142528,15235,41,15,22,1,1,2,3.0,17,0,0,2026-09-02 11:35:07.080
1196,142528,8640,41,13,27,2,0,0,0.0,0,0,0,2026-09-02 11:35:07.080
1197,142528,11694,41,30,37,5,0,0,0.0,0,0,0,2026-09-02 11:35:07.083
1198,142528,23156,41,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:07.100
1199,142528,6653,41,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:07.120
1200,143110,15369,144,5,13,1,0,0,0.0,0,0,0,2026-09-02 11:35:09.600
1201,143110,11426,144,15,52,1,0,0,0.0,0,0,0,2026-09-02 11:35:09.603
1202,143110,14580,144,38,62,6,0,0,0.0,0,0,0,2026-09-02 11:35:09.603
1203,143110,6808,144,32,43,5,0,0,0.0,0,0,0,2026-09-02 11:35:09.607
1204,143110,13989,144,18,53,2,0,0,0.0,0,0,0,2026-09-02 11:35:09.610
1205,143110,13943,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.610
1206,143110,13824,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.613
1207,143110,18169,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.613
1208,143110,24685,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.617
1209,143110,46023,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.620
1210,143110,1478747,144,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.620
1211,143110,6662,74,0,0,0,0,2,9.0,24,0,0,2026-09-02 11:35:09.623
1212,143110,9816,74,0,0,0,0,0,11.0,28,0,0,2026-09-02 11:35:09.623
1213,143110,9321,74,0,0,0,0,0,8.0,23,0,0,2026-09-02 11:35:09.627
1214,143110,1452938,74,0,0,0,0,1,7.0,31,0,0,2026-09-02 11:35:09.630
1215,143110,6651,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.637
1216,143110,13329,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.637
1217,143110,10448,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.640
1218,143110,11398,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.640
1219,143110,19612,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.643
1220,143110,18365,74,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:35:09.660
1221,143110,8567,74,0,0,0,0,0,2.0,4,0,0,2026-09-02 11:35:09.660
1222,143121,15479,150,53,125,8,0,0,0.0,0,0,0,2026-09-02 11:35:11.643
1223,143121,12770,150,89,120,13,1,0,0.0,0,0,0,2026-09-02 11:35:11.647
1224,143121,7996,150,11,31,2,0,0,0.0,0,0,0,2026-09-02 11:35:11.650
1225,143121,19546,150,8,5,2,0,0,7.0,55,0,0,2026-09-02 11:35:11.650
1226,143121,7856,150,70,109,8,0,0,0.0,0,0,0,2026-09-02 11:35:11.653
1227,143121,19916,150,15,21,3,0,0,0.0,0,0,0,2026-09-02 11:35:11.653
1228,143121,1428294,150,19,22,2,1,1,17.0,77,0,0,2026-09-02 11:35:11.657
1229,143121,13119,150,3,12,0,0,2,19.0,57,0,0,2026-09-02 11:35:11.660
1230,143121,12592,150,3,12,0,0,1,20.0,71,0,0,2026-09-02 11:35:11.660
1231,143121,13678,150,37,88,5,0,0,7.0,19,0,0,2026-09-02 11:35:11.663
1232,143121,10395,150,0,13,0,0,2,27.1,158,0,0,2026-09-02 11:35:11.667
1233,143121,6513,142,0,0,0,0,2,23.0,71,0,0,2026-09-02 11:35:11.670
1234,143121,13613,142,0,0,0,0,2,15.0,62,0,0,2026-09-02 11:35:11.670
1235,143121,6725,142,28,70,5,0,2,10.3,42,0,0,2026-09-02 11:35:11.673
1236,143121,7910,142,0,0,0,0,2,19.0,58,0,0,2026-09-02 11:35:11.677
1237,143121,20086,142,48,69,4,0,1,10.0,56,0,0,2026-09-02 11:35:11.677
1238,143121,18415,142,21,32,3,0,1,14.0,39,0,0,2026-09-02 11:35:11.680
1239,143121,13276,142,119,164,15,2,0,0.0,0,0,0,2026-09-02 11:35:11.683
1240,143121,13346,142,109,150,8,1,0,0.0,0,0,0,2026-09-02 11:35:11.723
1241,143121,10400,142,72,74,9,0,0,0.0,0,0,0,2026-09-02 11:35:11.727
1242,143121,10923,142,24,30,2,1,0,0.0,0,0,0,2026-09-02 11:35:11.747
